id,poj_unicode,hanji,poj_bunim_unicode,comment,hanlo_comment,tailo,page_number,new_comment
,Thap,墖,,"thô͘ ka-la̍uh ê siaⁿ; thô͘-tui, saⁿ-tsàn-thah, káu-tsàn-thah.","土 交落 ê 聲; 土堆, 三層塔, 九層塔.",Thap4,739,
,Thap,𦧟,,"lim-chia̍h, chia̍h-mi̍h, tōa-chia̍h ê ì-sù.","lim食, 食物, 大食 ê 意思.",Thap4,739,
,Thap,𦧭,,"lim-chia̍h, chia̍h-mi̍h, tōa-chia̍h ê ì-sù.","lim食, 食物, 大食 ê 意思.",Thap4,739,
,Thap,溻,,"tâm-sip, sip-lūn ê ì-sù.","澹濕, 濕潤 ê 意思.",Thap4,739,
,Thap,毾,,"mn̂g chit-chiâⁿ ê chhio̍h, Thian-tiok kok ū iù-iù ê pò͘.","毛 織成 ê 蓆, 天竺 國 有 幼幼 ê 布.",Thap4,739,
,Thap,𩌇,,chiū-sī peng sio-thâi ê khì-kū.,就是 兵 相刣 ê 器具.,Thap4,739,
,Thap,鰨,,"hî ê miâ; keng-hî, chhin-chhiūⁿ liâm-hî, ū sì-kha, siaⁿ chhin-chhiūⁿ eⁿ-á ê khoán.","魚 ê 名; 鯢魚, 親像 鮎魚, 有 四腳, 聲 親像 嬰á ê 款.",Thap4,739,
,Thap,𦐇,,tsōe-tsōe teh-pe ê khoán-sit.,濟濟 teh飛 ê 款式.,Thap4,739,
,Thap,䈳,,"thang-á, mn̂g-sìⁿ; thang-á kng-bêng ê ì-sù.","窗á, 門扇; 窗á 光明 ê 意思.",Thap4,739,
,Thap,鞳,,peng ê khì-kū; cheng-kó͘ ê siaⁿ.,兵 ê 器具; 鐘鼓 ê 聲.,Thap4,739,
,Thap,𢞠,,"chiū-sī hoân-ló, chhau-sim, peh-pak, tsoa̍t-bāng ê ì-sù.","就是 煩惱, 操心, 憋腹, 絕望 ê 意思.",Thap4,739,
,Thap,錔,,"ēng kim lâi tsng-thāⁿ; khì-kū, mi̍h-kiāⁿ thâu-thâu-á le̍k-kim ê ì-sù.","用 金 來 妝飾; 器具, 物件 頭頭á 淥金 ê 意思.",Thap4,739,
,Thap,𰧒,,"kha ta̍h ê cheng-khū; tōa-àng thang un-sio tsúi, á-sī khǹg-mi̍h.","腳 踏 ê 舂臼; 大甕 通 溫燒 水, á是 khǹg物.",Thap4,739,
,Thap,搨,,"ēng chhiú lâi phah, bong, tah, bôa, lòe ê ì-sù.","用 手 來 phah, 摸, 搭, 磨, 鑢 ê 意思.",Thap4,739,
,Thap,嗒,,"bô tì-ì; hóng-hut, bô oân-tsoân, ēng chi̍h-chīⁿ.","無 致意; 恍惚, 無 完全, 用 舌舐.",Thap4,739,
,Thap,𡌩,,mi̍h tūi-lo̍h ê siaⁿ; lūi-thô͘ ê ì-sù.,物 墜落 ê 聲; 縋土 ê 意思.,Thap4,739,
,Thap,闒,,"lâu-téng ê mn̂g, lâu-téng ê chhù, thang-á.","樓頂 ê 門, 樓頂 ê 厝, 窗á.",Thap4,740,
,Thap,𠞈,,"saⁿ kha̍p-tio̍h ê siaⁿ, khau-to ê ì-sù.","相 磕tio̍h ê 聲, 剾刀 ê 意思.",Thap4,740,
,Thap,䂿,,chiū-sī ēng kha ta̍h-tùi lâi cheng-bí ê ì-sù.,就是 用 腳 踏碓 來 舂米 ê 意思.,Thap4,740,
,Thap,嚃,,chiū-sī chia̍h-mi̍h pō͘-chhài lâi thun-lo̍h ê ì-sù.,就是 食物 哺菜 來 吞落 ê 意思.,Thap4,740,
,Thap,䜚,,"saⁿ-kap kóng-oē, lām-sám kóng, kóng pe̍h-chha̍t-oē, tsōe-oē.","相合 講話, 濫糝 講, 講 白賊話, 濟話.",Thap4,740,
,Thap,𢃕,,chiū-sī báng-tà téng-bīn ê kòa.,就是 蚊罩 頂面 ê 蓋.,Thap4,740,
,Thap,蹹,,"thún-ta̍h, kiâⁿ-ta̍h, kiâⁿ-lō͘ ê ì-sù.","thún踏, 行踏, 行路 ê 意思.",Thap4,740,
,Thap,蹋,,"thún-ta̍h, kiâⁿ-ta̍h, kiâⁿ-lō͘ ê ì-sù.","thún踏, 行踏, 行路 ê 意思.",Thap4,740,
,Thap,㭼,,"thiāu-téng bô chhâ, thiāu-táu, thiāu-téng ê lân-kan.","柱頂 無 柴, 柱斗, 柱頂 ê 欄杆.",Thap4,740,
,Thap,鰈,,"hî ê miâ; ba̍k-chiu tī chiàⁿ-pêng piⁿ, koh kiò-tsòe ông-û-hî.","魚 ê 名; 目睭 tī 正爿 邊, koh 叫做 王餘魚.",Thap4,740,
,That,羍,,"sòe-chiah ê iûⁿ, Tēng-kok lâng kóng sī iûⁿ-á kiáⁿ ê ì-sù.","細隻 ê 羊, 鄭國 人 講 是 羊á kiáⁿ ê 意思.",That4,740,
,That,𦍒,,"sòe-chiah ê iûⁿ, Tēng-kok lâng kóng sī iûⁿ-á kiáⁿ ê ì-sù.","細隻 ê 羊, 鄭國 人 講 是 羊á kiáⁿ ê 意思.",That4,740,
,That,㒓,,"pûi-pûi ê khoán-sit, tô-tsáu, hoán-poān ê ì-sù.","肥肥 ê 款式, 逃走, 反叛 ê 意思.",That4,740,
,That,撻,,"chek-hoa̍t, phah, kín, chìⁿ-pìⁿ ê mn̂g.","責罰, phah, 緊, 箭柄 ê 毛.",That4,740,
,That,澾,,"kng-ku̍t, kim, kim-ku̍t, ku̍t-ku̍t ê ì-sù.","光滑, 金, 金滑, 滑滑 ê 意思.",That4,740,
,That,韃,,"gōa-kok ê kok miâ, khòaⁿ-khin ê oē, chek-hoa̍t.","外國 ê 國 名, 看輕 ê 話, 責罰.",That4,740,
,That,闥,,"lāi-bīn sió-mn̂g tī tiong-ng; mn̂g-pîn, pâng-lāi.","內面 小門 tī 中央; 門屏, 房內.",That4,740,
,That,獺,,"siù ê miâ, thoah, tsúi-thoah, thoah-se.","獸 ê 名, 獺, 水獺, 獺魦.",That4,740,
,That,躂,,"kha-ku̍t, ku̍t-tó, kha kia̍h-khí, that-kha, tsau-that.","腳骨, 滑倒, 腳 攑起, 踢腳, 蹧躂.",That4,740,
,That,汏,,tsúi sio chhiong kè-khì; sóe; tsa̍h-tsúi.,水 相 沖 過去; 洗; 閘水.,That4,740,
,That,䲚,,"chiū-sī chi̍t-khoán hî ê miâ, tsúi-thoah.","就是 一款 魚 ê 名, 水獺.",That4,740,
,That,汰,,"ku̍t-ku̍t, kim-ku̍t ê ì-sù.","滑滑, 金滑 ê 意思.",That4,740,
,that,塞,Sek,"that-ba̍t, that-tn̄g, that-ba̍t-khì, that-lō͘, that-khang, pó͘-that, that-gia̍h.","窒密, 窒斷, 窒密去, 塞路, 塞空, 補塞, 塞額.",that4,740,
,that,踢,Thek,"tò-that, khí kha that, that-tó, sái-pe-that, that-kiû, thiàu-that.","倒踢, 起 腳 踢, 踢倒, 使飛踢, 踢球, 跳踢.",that4,740,
,that,榻,Thap,pit-that chiū-sī kap pit-thap sio-siāng ì-sù.,筆榻 就是 kap 筆榻 相像 意思.,that4,740,
,Tha̍t,─,,"tha̍t-ta, tha̍t-ám, tha̍t-thng, chiū-sī tè-tsúi, á-sī kîn-mi̍h hō͘-i ta ê ì-sù.","tha̍t乾, tha̍t泔, tha̍t湯, 就是 笮水, á是 kîn物 hō͘伊 乾 ê 意思.",That8,740,
,thau,偷,Tho͘,"thau-the̍h, thau-lâi àm-khì, thau-siⁿ, thau-tsáu, thau-khòaⁿ, thau-thùi.","偷the̍h, 偷來 暗去, 偷生, 偷走, 偷看, 偷蛻.",thau1,740,
,tháu,觧,Kái,"siau-tháu, tháu-khui, ū-sian-tháu, tháu-kó͘, tháu-kat, tháu-khiò.","消tháu, tháu開, 預先tháu, 透鼓, tháu結, tháu竅.",thau2,740,
,tháu,解,Kái,"siau-tháu, tháu-khui, ū-sian-tháu, tháu-kó͘, tháu-kat, tháu-khiò.","消tháu, tháu開, 預先tháu, 透鼓, tháu結, tháu竅.",thau2,740,
,tháu,透,Thò,"tsúi oē tháu, tsúi bōe tháu, kau-âm bōe tháu, miâ-siaⁿ tháu.","水 會 tháu, 水 bōe tháu, 溝涵 bōe tháu, 名聲 tháu.",thau2,740,
,Thàu,否,,phùi-nōa; saⁿ-kap kóng-oē ê ì-sù.,phùi瀾; 相合 講話 ê 意思.,Thau3,741,
,thàu,透,Thò,"saⁿ-thàu, phah saⁿ-thàu, thong-thàu, kóng thàu-ki, thàu-thiat, thàu-mî.","相透, phah 相透, 通透, 講 透機, 透徹, 透暝.",thau3,741,
,thâu,道,Tō,"thâu-lō͘, chia̍h thâu-lō͘, bûn-bûn iú-lō͘; m̄-tsai thâu.","頭路, 食 頭路, 文文 有路; m̄知 頭.",thau5,741,
,thâu,頭,Thiô,"thâu-bé, khí-thâu, thâu-sū, thâu-miâ, o̍h-miâ, chiú-thâu, lin-thâu.","頭尾, 起頭, 頭序, 頭名, 學名, 酒頭, 奶頭.",thau5,741,
,thāu,毒,To̍k,"thāu-lâng, oē thāu-lâng, thāu-thâng, thāu-hî, thāu niáu-chhú.","毒人, 會 毒人, 毒蟲, 毒魚, 毒 鳥鼠.",thau7,741,
,thāu,—,,"thāu-khì, chiū-sī îⁿ-tîⁿ liân-lūi ê ì-sù; ná thāu-khì.","毒氣, 就是 縈纏 連累 ê 意思; ná 毒氣.",thau7,741,
,thāu,—,,"thāu-khì, chiū-sī kap lâng oan-ke khioh-hūn ê ì-sù; chia̍h-thāu, thāu-sîn.","毒去, 就是 kap 人 冤家 拾恨 ê 意思; 食毒, 毒神.",thau7,741,
,tha̍uh,沓,Ta̍p,"tha̍uh-tha̍uh lâi, chiū-sī chia̍p-chia̍p lâi sio-siāng, tha̍uh-tha̍uh kóng.","tha̍uh-tha̍uh 來, 就是 捷捷 來 相像, tha̍uh-tha̍uh 講.",thauh8,741,
,The,梯,,"koâiⁿ-kē chiūⁿ lo̍h ê kiā, lâu-thui, i-oá, the, peh-chiūⁿ.","懸低 上 落 ê 陭, 樓梯, 依oá, 梯, 爬上.",The1,741,
,The,䏲,,chiū-sī phīⁿ bô sì-chiàⁿ ê ì-sù.,就是 鼻 無 四正 ê 意思.,The1,741,
,The,鷉,,"chiáu ê miâ, chhin-chhiūⁿ tsúi-ah, tsóng-sī khah-sòe, i ê iû thang boah-to.","鳥 ê 名, 親像 水鴨, 總是 khah細, 伊 ê 油 通 抹刀.",The1,741,
,The,鷈,,"chiáu ê miâ, chhin-chhiūⁿ tsúi-ah, tsóng-sī khah-sòe, i ê iû thang boah-to.","鳥 ê 名, 親像 水鴨, 總是 khah細, 伊 ê 油 通 抹刀.",The1,741,
,the,胎,Thai,"the-sîn, the-mn̂g, thâu-the, hoan-the, làu-the; gín-á the; kâu-á the.","胎神, 胎毛, 頭胎, 翻胎, 落胎; gín-á 胎; 猴á 胎.",the1,741,
,the,推,Chhui,"the-sî, the-khui, the-thoah, the-o̍h, saⁿ-the, saⁿ-oe-the.","推辭, 推開, 推拖, 推學, 相推, 相挨推.",the1,741,
,the,撑,Theng,"the-tsûn, the-ko, the kau-í, pòaⁿ-the, the-tó.","撐船, 撐篙, 撐 交椅, 半撐, 撐倒.",the1,741,
,the,撐,Theng,"the-tsûn, the-ko, the kau-í, pòaⁿ-the, the-tó.","撐船, 撐篙, 撐 交椅, 半撐, 撐倒.",the1,741,
,Thé,䌡,,"tîⁿ-teh, tîⁿ-tiâu ê ì-sù.","纏teh, 纏tiâu ê 意思.",The2,741,
,Thé,體,,"seng-khu, kun-pún, seng-sêng, chhin-ài, pun-khui, chiap-la̍p, thé-biān, thé-thiap.","身軀, 根本, 生成, 親愛, 分開, 接納, 體面, 體貼.",The2,741,
,Thé,体,,"seng-khu, kun-pún, seng-sêng, chhin-ài, pun-khui, chiap-la̍p, thé-biān, thé-thiap.","身軀, 根本, 生成, 親愛, 分開, 接納, 體面, 體貼.",The2,741,
,Thé,醍,,"chheng-chiú, chiú âng-sek, chiú chiâⁿ chiū pìⁿ âng chhiah sek.","清酒, 酒 紅色, 酒 成 就 變 紅 赤 色.",The2,741,
,Thè,涕,,chiū-sī lâu-ba̍k-sái ê ì-sù.,就是 流目屎 ê 意思.,The3,741,
,Thè,替,,"pàng-sak, hòe-tūi, oāⁿ, thêng, thùi-oāⁿ, saⁿ-thùi, saⁿ-thòe, thòe-oāⁿ, téng-thòe.","放捒, 廢墜, 換, 停, 替換, 相替, 替換, 頂替.",The3,741,
,Thè,㬱,,"pàng-sak, hòe-tūi, oāⁿ, thêng, thùi-oāⁿ, saⁿ-thùi, saⁿ-thòe, thòe-oāⁿ, téng-thòe.","放捒, 廢墜, 換, 停, 替換, 相替, 替換, 頂替.",The3,741,
,Thè,剃,,"ēng to koah thâu-mn̂g, thì-thâu, thì chhùi-chhiu.","用 刀 割 頭毛, 剃頭, 剃 嘴鬚.",The3,741,
,Thè,薙,,"tû-chháu-á, thì, thih, thih gín-á ê thâu, thì-thâu.","除草á, 剃, 剃, 剃 gín-á ê 頭, 剃頭.",The3,741,
,Thè,䀸,,"ba̍k-chiu kng, ba̍k-chiu kng-bêng; ba̍k-chiu súi-súi ê ì-sù.","目睭 光, 目睭 光明; 目睭 媠媠 ê 意思.",The3,741,
,Thè,屉,,chiū-sī bé-oaⁿ tsū ê ì-sù.,就是 馬鞍 苴 ê 意思.,The3,741,
,Thè,傺,,"hioh, thêng-chí; sit-chì ê khoán-sit; ut-tsut.","歇, 停止; 失志 ê 款式; 鬱卒.",The3,741,
,Thè,𡲕,,"tiong-ng ū thang pó-hō͘ ê, á-sī hō͘-i bōe-tit thang saⁿ-oá.","中央 有 通 保護 ê, á是 hō͘伊 bōe得 thang 相oá.",The3,741,
,Thè,鬀,,"thì thâu-mn̂g, tōa-lâng kiò-tsòe khun, gín-á kiò-tsòe thê, kap 剃 sio-siāng.","剃 頭毛, 大人 叫做 髡, gín-á 叫做 鬀, kap 剃相像.",The3,741,
,Thè,褅,,chiū-sī Hông-tè chè-sū ê miâ.,就是 皇帝 祭祀 ê 名.,The3,742,
,Thè,𧝐,,chiū-sī Hông-tè chè-sū ê miâ.,就是 皇帝 祭祀 ê 名.,The3,742,
,Thè,鬄,,"thì-thàu, chián-thâu-mn̂g, koah; pak-kut, tû-khì.","剃頭, 剪頭毛, 割; 剝骨, 除去.",The3,742,
,Thè,䶏,,chiū-sī lâu-ba̍k-sái ê ì-sù; po̍h-po̍h ê khoán-sit.,就是 流目屎 ê 意思; 薄薄 ê 款式.,The3,742,
,Thè,楴,,chéng-tùn thâu-mn̂g ê chiam-á; soe thâu-mn̂g ēng chhiūⁿ kut tsòe-ê.,整頓 頭毛 ê 簪á; 梳 頭毛 用 象 骨 做ê.,The3,742,
,Thè,締,,"kiat-kau, phah-kat, kat tháu bōe-khui.","結交, phah 結, 結 tháu bōe開.",The3,742,
,Thè,揥,,"la̍k thâu-mn̂g, ēng chhiūⁿ kut soe-thâu lâi tsòe tsng-thāⁿ ê lō͘-ēng.","搦 頭毛, 用 象 骨 梳頭 來 做 妝飾 ê 路用.",The3,742,
,Thè,髢,,"thì-thâu, thâu-tsang thok, thâu-mn̂g sûi-lo̍h só͘ chhun ê.","剃頭, 頭鬃 禿, 頭毛 垂落 所 chhun ê.",The3,742,
,Thè,禘,,"tōa chè-hiàn ê miâ, Hông-tè chè-sū ê miâ, chè-hiàn ê mi̍h.","大 祭獻 ê 名, 皇帝 祭祀 ê 名, 祭獻 ê 物.",The3,742,
,Thè,㦅,,"koâiⁿ-koâiⁿ, ke̍k-thâu, kan-khó͘, sim-koaⁿ bô pêng-an.","懸懸, 極頭, 艱苦, 心肝 無 平安.",The3,742,
,Thè,慸,,"koâiⁿ-koâiⁿ, ke̍k-thâu, kan-khó͘, sim-koaⁿ bô pêng-an.","懸懸, 極頭, 艱苦, 心肝 無 平安.",The3,742,
,Thè,䟷,,"tiô-thiàu, thiàu-kè, pôaⁿ-kè; kiâⁿ bōe sì-chiàⁿ, pái-kha.","趒跳, 跳過, pôaⁿ過; 行 bōe 四正, 跛腳.",The3,742,
,Thè,踅,,"chiong chit-kha kiâⁿ-lō͘, chhe̍k-kha-koe.","將 一腳 行路, 踔腳雞.",The3,742,
,thè,退,Thòe,"thè-khì, thun-thè, thè-piⁿ, tò-thè, thè-āu; tsúi-thè, thè-ūi, thè-tn̂g.","退去, 吞退, 退邊, 倒退, 退後; 水退, 退位, 退堂.",the3,742,
,Thê,隄,,"kiô, kài-hān, thô͘-hōaⁿ, nôa-tsa̍h, tî-hông.","橋, 界限, 土岸, 攔閘, 持防.",The5,742,
,Thê,啼,,"chhut siaⁿ háu, koe-thî, thî-khàu.","出 聲 哮, 雞啼, 啼哭.",The5,742,
,Thê,堤,,"hōaⁿ, ēng hōaⁿ saⁿ-keh; lō͘.","岸, 用 岸 相隔; 路.",The5,742,
,Thê,瑅,,"thê-tông, chiū-sī ge̍k ê miâ.","瑅瑭, 就是 玉 ê 名.",The5,742,
,Thê,睼,,"ngiâ-chih teh khòaⁿ, hn̄g-hn̄g teh khòaⁿ, chē teh khòaⁿ.","迎接 teh 看, 遠遠 teh 看, 坐 teh 看.",The5,742,
,Thê,騠,,"hó ê bé, tsùn-má, chhut-sì 7 ji̍t kú, chiū iâⁿ-kè i ê bú.","好 ê 馬, 戰馬, 出世 7 日 久, 就 贏過 伊 ê 母.",The5,742,
,Thê,鶗,,"chiáu ê miâ, tsú-kui-chiáu, tāu-á-chiáu.","鳥 ê 名, 子歸鳥, 豆á鳥.",The5,742,
,Thê,鵜,,"tōa chiah chiáu ê miâ, ài chia̍h hî, lô͘-chî chiáu ê khoán-sit.","大 隻 鳥 ê 名, ài 食 魚, 鸕鶿 鳥 ê 款式.",The5,742,
,Thê,鴺,,"chiáu ê miâ, thê-ô͘, lēng-gōa chi̍t chéng hioh tī soaⁿ-ni̍h soaⁿ-koe.","鳥 ê 名, 鵜鶘, 另外 一 種 歇 tī 山裡 山雞.",The5,742,
,Thê,禔,,"hok-khì, an-ún, an-jiân; kèng-sîn ê ì-sù.","福氣, 安穩, 安然; 敬神 ê 意思.",The5,742,
,Thê,提,,"the̍h, hōaⁿ, kú-khí; pu̍t ê miâ; thê-khí, thê-tok, phô͘-thê.","the̍h, 扞, 舉起; 佛 ê 名; the̍h起, the̍h督, 菩the̍h.",The5,742,
,Thê,諦,,"chiū-sī chhâ-mn̄g, sím-si̍t, phòaⁿ-toàn ê ì-sù.","就是 查問, 審實, 判斷 ê 意思.",The5,742,
,Thê,醍,,"thê-ô͘, chiū-sī tiⁿ koh hó ê chiú; tóe ê khì-kū; sèng ku̍t thang tóe-mi̍h.","醍醐, 就是 甜 koh 好 ê 酒; 貯 ê 器具; 性 滑 通 貯物.",The5,742,
,thê,痥,Toa̍t,"siⁿ-thê-á, thê-á, kòe-thê, chiū-sī chi̍t-khoán khah-sòe ê puih-á.","生痥á, 痥á, 疥痥, 就是 一款 khah細 ê 痱á.",the5,742,
,thē,䖳,Thà,"thē-lin, thē-pôaⁿ, léng-tsúi thǹg-thē, thē kò͘-hê tsòe ba̍k.","䖳奶, 䖳盤, 冷水 燙䖳, 䖳 僱蝦 做 目.",the7,742,
,thē,鮓,Tsā,"nńg-thē, chiū-sī chi̍t-khoán hî ê miâ.","軟䖳, 就是 一款 魚 ê 名.",the7,742,
,thē,傫,Lūi,"thē-thē, chiū-sī lâng lán-tō, pîn-tōaⁿ, bô-oa̍h-tāng ê ì-sù.","傫傫, 就是 人 懶惰, 貧憚, 無活動 ê 意思.",the7,743,
,theh,裼,Thek,"thǹg pak-theh, khang-chhiú pe̍h-theh, khì theh-theh.","褪 腹裼, 空手 白裼, 去 裼裼.",theh4,743,
,theh,—,,"pe̍h-theh-theh, chin pe̍h chhin-chhiūⁿ-bīn, siⁿ-tsòe pe̍h-theh.","白裼裼, 真 白 親像面, 生做 白裼.",theh4,743,
,the̍h,宅,The̍k,"the̍h-mn̂g, ké-chí the̍h, chhù-the̍h, ín-kúi ji̍p-the̍h, the̍h-sîn.","宅門, 果子 宅, 厝宅, 引鬼 入宅, 宅神.",theh8,743,
,the̍h,提,Thê,"the̍h-le̍h, the̍h tò-tńg, thâu-the̍h, the̍h-mi̍h, the̍h-ji̍t.","the̍h-le̍h, the̍h 倒轉, 偷the̍h, the̍h物, the̍h日.",theh8,743,
,Thek,斥,,"kóaⁿ-chhut, kek-tio̍k, chek-pī, mē, chhún-to̍k, chhiong-móa, thiah-khui, jī-sìⁿ.","趕出, 擊逐, 責備, 罵, 忖度, 充滿, 拆開, 字姓.",Thik4,743,
,Thek,叱,,"hoah ê siaⁿ, hoah-hiàm; suh, thek-mē, chhiàng, thek-bêng.","喝 ê 聲, 喝喊; suh, 叱罵, 唱, 叱明.",Thik4,743,
,Thek,敕,,"chhì-khòaⁿ saⁿ-iok lô-khó͘ ê ì-sù, bēng-lēng, hoat-tō͘, kéng-kài, liāu-lí.","試看 相約 勞苦 ê 意思, 命令, 法度, 警戒, 料理.",Thik4,743,
,Thek,勅,,"kín-sīn, kā-lâng kóng, kian-kò͘, sì-chiàⁿ, kóaⁿ-kín, sèng-chí, thek-lēng.","謹慎, kā人 講, 堅固, 四正, 趕緊, 聖旨, 敕令.",Thik4,743,
,Thek,剔,,"[koah-boah|koah-bah] kàu kut; siah, tû-khì, thuh-khí, thak-thak, pó͘-thak, thek-kut.","割肉 到 骨; 削, 除去, 托起, 剔剔, 補剔, 剔骨.",Thik4,743,
,Thek,飭,,"chhòng kàu kian-kò͘, kèng-kín, kà-sī, pī-pān, chhe-kah, chéng-tùn.","創 到 堅固, 敬謹, 教示, 備辦, 差教, 整頓.",Thik4,743,
,Thek,忒,,"kóe, gî-ngái, piàn-oāⁿ, kè-thâu, chha-chhok, put-chí.","解, 疑騃, 變換, 過頭, 差錯, 不止.",Thik4,743,
,Thek,貣,,"kóe, gî-ngái, piàn-oāⁿ, kè-thâu, chha-chhok, put-chí.","解, 疑騃, 變換, 過頭, 差錯, 不止.",Thik4,743,
,Thek,𠜓,,"tû-khì, thuh-khì, koah bah kàu kut, thak-thak, thek-kut.","除去, 托起, 割 肉 到 骨, 剔剔, 剔骨.",Thik4,743,
,Thek,陟,,"koâiⁿ ê só͘-tsāi peh-chiūⁿ, hō͘-lâng peh-chiūⁿ, chìn-khì.","懸 ê 所在 peh上, hō͘人 peh上, 振起.",Thik4,743,
,Thek,𠈸,,"thàm-thek, chiū-sī chhi-gâi, gōng-gōng ê ì-sù.","thàm-thek, 就是 癡gâi, 戇戇 ê 意思.",Thik4,743,
,Thek,侙,,"kiaⁿ, kèng-ùi, khûn-kín, iu-būn.","驚, 敬畏, 勤謹, 憂悶.",Thik4,743,
,Thek,恜,,"kiaⁿ, kèng-ùi, khûn-kín, iu-būn.","驚, 敬畏, 勤謹, 憂悶.",Thik4,743,
,Thek,忑,,sim-koaⁿ khang-hi ê ì-sù.,心肝 空虛 ê 意思.,Thik4,743,
,Thek,遫,,"khui-khui, khui-lī, khui-mn̂g, thián-khui ê ì-sù.","開開, 開離, 開門, 展開 ê 意思.",Thik4,743,
,Thek,悐,,iu-būn kiaⁿ-hiâⁿ ê khoán-sit; kiong-kèng.,憂悶 驚惶 ê 款式; 恭敬.,Thik4,743,
,Thek,掦,,"ēng tek lâi taⁿ, théng-khí, thek-kut.","用 竹 來 擔, 挺起, 剔骨.",Thik4,743,
,Thek,惕,,"kiaⁿ, kèng-ùi, khûn-kín, iu-būn.","驚, 敬畏, 勤謹, 憂悶.",Thik4,743,
,Thek,踢,,"kha-that, kiâⁿ-tāng, chhiⁿ-chin.","腳踢, 行動, 生瞋.",Thik4,743,
,Thek,裼,,"saⁿ-á hiàn-khui, hiàn chhiú-kut, thǹg-pak-theh.","衫á 現開, 現 手骨, 褪腹裼.",Thik4,743,
,Thek,趩,,"kiâⁿ-lō͘ ê siaⁿ, bô kiâⁿ ê khoán-sit; tsáu ê khoán.","行路 ê 聲, 無 行 ê 款式; 走 ê 款.",Thik4,743,
,Thek,𪀦,,"tsúi-chiáu, mn̂g ū ngó͘-sek, bé ū mn̂g chhin-chhiūⁿ tsûn-tô ê khoán.","水鳥, 毛 有 五色, 尾 有 毛 親像 船舵 ê 款.",Thik4,743,
,Thek,抶,,"phah, that; ēng tek tsòe kùn lâi phah.","phah, 撻; 用 竹 做 棍 來 phah.",Thik4,743,
,Thek,勑,,"hoat-tō͘, kèng-kín, sèng-chí, thek-lēng, iā kap chit-jī 勅 sio-siāng.","法度, 敬謹, 聖旨, 敕令, 也 kap chit字 勅 相像.",Thik4,743,
,Thek,䊞,,"chiū-sī pāi-hoāi ê bí ê ì-sù, hoat chiú ê bí.","就是 敗壞 ê 米 ê 意思, 發 酒 ê 米.",Thik4,743,
,Thek,稙,,"tsá chèng ê tiū-á, ng-á tn̂g-tn̂g ê ì-sù.","早 種 ê 稻á, 秧á 長長 ê 意思.",Thik4,744,
,Thek,栻,,"chhiū ê miâ, tsá ê sî ēng tsòe chiam-pok ê ke-si, chiong tsó-á chhiū-sim tsòe-ê.","樹 ê 名, 早 ê 時 用 做 占卜 ê 家私, 將 棗á 樹心 做ê.",Thik4,744,
,Thek,慝,,"chiū-sī siâ, pháiⁿ, lâ-sâm-sia̍h ê ì-sù.","就是 邪, pháiⁿ, lâ-sâm-sia̍h ê 意思.",Thik4,744,
,Thek,倜,,"koâiⁿ-koâiⁿ, bōe pa̍k-tit, kia̍h-khí, hut-jiân.","懸懸, bōe 縛得, 攑起, 忽然.",Thik4,744,
,Thek,趯,,"tiô-thiàu; thiàu ê khoán-sit, pôaⁿ-kè.","趒跳; 跳 ê 款式, pôaⁿ過.",Thik4,744,
,Thek,眣,,"ba̍k-chiu bô sì-chiàⁿ, ba̍k-chiu thóng-chhut ê khoán-sit.","目睭 無 四正, 目睭 thóng出 ê 款式.",Thik4,744,
,Thek,歵,,"chhian, ún-ba̍t; chim-chiok; sì-chiàⁿ, tsôe-tsáⁿ, hó-khòaⁿ.","遷, 隱密; 斟酌; 四正, 齊嶄, 好看.",Thik4,744,
,Thek,騭,,"bé-kang khiâ-bé chiūⁿ-soaⁿ; peh chiūⁿ koâiⁿ, tiāⁿ-tio̍h.","馬工 騎馬 上山; peh 上 懸, 定tio̍h.",Thik4,744,
,Thek,坼,,"thiah-khui, thiah-li̍h, phah, hun-thiah, phah-thiah.","拆開, 拆裂, phah, 分拆, phah 拆.",Thik4,744,
,Thek,拆,,"peh-khui, húi-hoāi, phah-li̍h, pa̍k, lì, sì-sòaⁿ, chek-pī.","剝開, 毀壞, phah 裂, 縛, lì, 四散, 責備.",Thik4,744,
,Thek,䞣,,"oh-kiâⁿ, oh-tit, kín-sīn kiâⁿ ê khoán-sit; pái-kha kiâⁿ ê khoán.","oh行, oh得, 謹慎 行 ê 款式; 跛腳 行 ê 款.",Thik4,744,
,Thek,𧻀,,"oh-kiâⁿ, oh-tit, kín-sīn kiâⁿ ê khoán-sit; pái-kha kiâⁿ ê khoán.","oh行, oh得, 謹慎 行 ê 款式; 跛腳 行 ê 款.",Thik4,744,
,Thek,㿭,,"bīn liap-liap, jiâu-jiâu chhin-chhiūⁿ lāu-lâng.","面 攝攝, 皺皺 親像 老人.",Thik4,744,
,Thek,𤖴,,"puh-chhut chhin-chhiūⁿ íⁿ, piak-khui, pit-li̍h.","puh出 親像 穎, 煏開, pit裂.",Thik4,744,
,Thek,擿,,"tìm-lo̍h, hiat-lo̍h ê ì-sù, hiat-ka̍k.","tìm落, hiat落 ê 意思, hiat-ka̍k.",Thik4,744,
,Thek,俶,,"koâiⁿ-kia̍h, koh-iūⁿ, chhái-ūi ê chheh.","懸攑, 各樣, 彩畫 ê 冊.",Thik4,744,
